trial,breakout_band_atr_mult,breakout_band_pct,breakout_buy_k,breakout_buy_floor,breakout_block_threshold,sharpe_ratio,sortino_ratio,max_drawdown,total_return,total_trades,avg_holding_period_hours,output_dir
93,1.2,0.001,0.4,0.9,0.95,5.203839733600781,11.969332334653757,-0.18463456195150413,0.5676784061053104,308.0,1.9009199134199135,run\results_lean_taogrid_breakout_risk_sweep\trial_093
7,0.8,0.0015,0.2,0.05,0.95,5.203069495335044,11.980688234975743,-0.18463456195150377,0.569432791007196,302.0,1.8497240618101545,run\results_lean_taogrid_breakout_risk_sweep\trial_007
80,2.5,0.0008,0.2,0.5,0.95,5.203061508097459,11.980804391299651,-0.18463456195150388,0.5694470267841604,302.0,1.8497240618101545,run\results_lean_taogrid_breakout_risk_sweep\trial_080
58,2.0,0.0008,0.2,0.7,0.85,5.202685230474698,11.986240675411448,-0.18463456195150393,0.5702391195032909,302.0,1.8497240618101545,run\results_lean_taogrid_breakout_risk_sweep\trial_058
104,1.2,0.001,0.4,0.2,0.8,5.202270160044665,11.992158172842267,-0.18463456195150438,0.5687586880658054,306.0,1.9101851851851852,run\results_lean_taogrid_breakout_risk_sweep\trial_104
36,1.5,0.0008,0.4,0.7,0.8,5.202254844319489,11.992374974601542,-0.1846345619515034,0.5687834940665262,306.0,1.9101851851851852,run\results_lean_taogrid_breakout_risk_sweep\trial_036
15,0.8,0.001,0.2,0.2,0.95,5.2021326786103534,11.994100415809687,-0.18463456195150427,0.5713912638122344,302.0,1.8497240618101545,run\results_lean_taogrid_breakout_risk_sweep\trial_015
51,1.5,0.001,1.6,0.9,0.7,5.2016701872654245,12.000571323092172,-0.18463456195150335,0.5701531967634266,306.0,1.9101851851851852,run\results_lean_taogrid_breakout_risk_sweep\trial_051
6,1.2,0.0008,0.2,0.7,0.7,5.194862921563021,12.08666867097721,-0.18463456195150557,0.5832183358063747,300.0,1.8588333333333333,run\results_lean_taogrid_breakout_risk_sweep\trial_006
5,1.2,0.0008,0.0,0.05,0.95,5.188091141861569,12.28371408946171,-0.18463456195150427,0.5971105240217398,302.0,1.8195916114790287,run\results_lean_taogrid_breakout_risk_sweep\trial_005
9,1.5,0.005,0.0,0.1,0.95,5.188091141861569,12.28371408946171,-0.18463456195150427,0.5971105240217398,302.0,1.8195916114790287,run\results_lean_taogrid_breakout_risk_sweep\trial_009
26,1.5,0.005,0.0,0.35,0.98,5.188091141861569,12.28371408946171,-0.18463456195150427,0.5971105240217398,302.0,1.8195916114790287,run\results_lean_taogrid_breakout_risk_sweep\trial_026
27,1.5,0.0015,0.0,0.9,0.85,5.188091141861569,12.28371408946171,-0.18463456195150427,0.5971105240217398,302.0,1.8195916114790287,run\results_lean_taogrid_breakout_risk_sweep\trial_027
44,1.5,0.001,0.0,0.7,0.995,5.188091141861569,12.28371408946171,-0.18463456195150427,0.5971105240217398,302.0,1.8195916114790287,run\results_lean_taogrid_breakout_risk_sweep\trial_044
70,3.0,0.001,0.0,0.2,0.995,5.188091141861569,12.28371408946171,-0.18463456195150427,0.5971105240217398,302.0,1.8195916114790287,run\results_lean_taogrid_breakout_risk_sweep\trial_070
76,1.5,0.008,0.0,0.9,0.98,5.188091141861569,12.28371408946171,-0.18463456195150427,0.5971105240217398,302.0,1.8195916114790287,run\results_lean_taogrid_breakout_risk_sweep\trial_076
79,0.8,0.003,0.0,0.35,0.9,5.188091141861569,12.28371408946171,-0.18463456195150427,0.5971105240217398,302.0,1.8195916114790287,run\results_lean_taogrid_breakout_risk_sweep\trial_079
86,2.0,0.005,0.0,0.9,0.85,5.188091141861569,12.28371408946171,-0.18463456195150427,0.5971105240217398,302.0,1.8195916114790287,run\results_lean_taogrid_breakout_risk_sweep\trial_086
117,1.2,0.0008,0.0,0.5,0.995,5.188091141861569,12.28371408946171,-0.18463456195150427,0.5971105240217398,302.0,1.8195916114790287,run\results_lean_taogrid_breakout_risk_sweep\trial_117
120,0.8,0.005,0.0,0.5,0.9,5.188091141861569,12.28371408946171,-0.18463456195150427,0.5971105240217398,302.0,1.8195916114790287,run\results_lean_taogrid_breakout_risk_sweep\trial_120
122,2.5,0.001,0.0,0.2,0.85,5.188091141861569,12.28371408946171,-0.18463456195150427,0.5971105240217398,302.0,1.8195916114790287,run\results_lean_taogrid_breakout_risk_sweep\trial_122
126,1.0,0.008,0.0,0.05,0.9,5.188091141861569,12.28371408946171,-0.18463456195150427,0.5971105240217398,302.0,1.8195916114790287,run\results_lean_taogrid_breakout_risk_sweep\trial_126
129,0.6,0.001,0.0,0.5,0.995,5.188091141861569,12.28371408946171,-0.18463456195150427,0.5971105240217398,302.0,1.8195916114790287,run\results_lean_taogrid_breakout_risk_sweep\trial_129
40,2.5,0.005,0.0,0.7,0.7,5.186891057574205,12.305834630751686,-0.18463456195150435,0.5964268144443352,300.0,1.8284999999999998,run\results_lean_taogrid_breakout_risk_sweep\trial_040
68,2.0,0.005,0.0,0.35,0.8,5.186891057574205,12.305834630751686,-0.18463456195150435,0.5964268144443352,300.0,1.8284999999999998,run\results_lean_taogrid_breakout_risk_sweep\trial_068
